,label_id,free_text
15866,not-hatetag,segue noiz também lá no twitter twitter em guarulhos
15867,not-hatetag,itimayala eu te amo muito meu amor obrigado por nós
15868,not-hatetag,primeira porta de rico que eu acho feia que exagero
15869,not-hatetag,brava porque não consigo dormir
15870,not-hatetag,mendesnavi o meu salário do mês ia ficar todinho
15871,not-hatetag,e prefiro guardar para mim doque falar pras pessoas que nos julgam
15872,not-hatetag,cada dia que passa eu tenho mais certeza de que as pessoas acham que eu tenho cara de idiota
15873,not-hatetag,sou tudo que um dia eu sonhei para mim
15874,not-hatetag,eu preciso que minha filha seja cabeluda
15875,not-hatetag,jatogera eu quero vai me dar
15876,not-hatetag,apois por mim eu morava nesse filtro
15877,not-hatetag,krenkrger não fez mais do que a obrigação
15878,not-hatetag,mlmarinho tem um advogado maranhense com sobrenome bermudes seria o mesmo
15879,not-hatetag,po muito ruim ser a única que não sabe surfar ficar na água excluidassa
15880,not-hatetag,minha mae me humilhou agora está cheia de assunto não vou dar uma palavra
15881,not-hatetag,bagatolibruno lengabriel pelo menos o video ficou fera cara
15882,not-hatetag,deputadofederal jfmargarida rogeriocorreia valeglobal fique de olho na campainha as  da manhã
15883,not-hatetag,é por isso que eu falo nunca me acordem gritando porque é automático eu ficar irritada
15884,not-hatetag,é isso aí é uma versão muito mais bonita que the blower sim daughter
15885,not-hatetag,muito engraçado quando tudo começa a fazer sentido slc tnc
15886,not-hatetag,marcelerocha pede uma casa em londres então
15887,not-hatetag,marcosems não entendo essa praga você consegue ser lindo em situações inemaginaveis parabéns perfeito
15888,not-hatetag,ainda bem que eu não fui chamada na regular não ia ter documento nenhum mesmo
15889,not-hatetag,da como não amá los
15890,not-hatetag,era só uma cachoeira na minha vida
15891,not-hatetag,é amigos pelo visto não vou para o trote é nunca cara que bom que ainda nem sairam os resultados pelo menos
15892,not-hatetag,thifanykauany aí eu dormi pouco mas foi bom
15893,not-hatetag,cada dia é uma chance para ser melhor que ontem dia de mta fé fé para tudo
15894,not-hatetag,já já vou la vê um trampo num e bem o quero mas tem que paga as contas e coisas do nene
15895,not-hatetag,siilvamariana soueunavida que bonitinho igualzinho cara
15896,not-hatetag,então gosta d trocar curtididinha não é cara
15897,not-hatetag,almoço em jacutinga com os filhos em jacutinga minas gerais brasil
15898,not-hatetag,infelizmente o brasil está repleto de cornos feito esse aí
15899,not-hatetag,a estupidez humana não tem limites mesmo
15900,not-hatetag,precisei de mil frases certas para te conquistar de uma só errada para te perder
15901,not-hatetag,dudaqsouzza vem aqui de noite
15902,not-hatetag,eu puxando assunto nossa está muito calor não é
15903,not-hatetag, só de peça do carro
15904,not-hatetag,quem quebrou o brasil mesmo
15905,not-hatetag,estou sem vontade de viver esses dias
15906,not-hatetag,overdosey abouthatpussy nunca me conformei que muito não tem um não no meio
15907,not-hatetag,deus eu preciso ser forte me ajuda por favor
15908,not-hatetag,usem a bailedaoka se for postar algo sobre o baile
15909,not-hatetag,britneyribeirao anitta kleyleaoo kevinho já quero
15910,not-hatetag,vou brotar no ff alguém
15911,not-hatetag,gabrielboorges agora tem duas então cara somos dois 
15912,not-hatetag,fersen mais mensagem que no grupo da romaria
15913,not-hatetag,faça com que a sua felicidade jamais dependa da infelicidade dos outros
15914,not-hatetag,teamrealitysbr bbb cara não foi combinado só entre eles
15915,not-hatetag,ódio que eu não achei meu biquíni e vim com qualquer um
15916,not-hatetag,e a humildade contra os bico é a carta na manga
15917,not-hatetag,bongiovani renannasciment ele ainda quer bancar que sabe
15918,not-hatetag,emanuelydeborah eu vou voltar domingo
15919,not-hatetag,eu sei que ninguém morre de amor mas cachaça e saudade mata
15920,not-hatetag,janeiro é o novo agosto
15921,not-hatetag,era só a companhia hoje no maracanã
15922,not-hatetag,guarapan e mate couro pisa nos  beijos
15923,not-hatetag,otavioviieiira isamingues se retira desse planeta por favor
15924,not-hatetag,quando jikook postar uma selca
15925,not-hatetag,devo estar estragando seu dia não é suininho
15926,not-hatetag,joanaferla fica calma qualquer coisa estou aqui
15927,not-hatetag,thamiresrsa está vamos together hoje entao que hrs vamos
15928,not-hatetag,kinha booa menina nos vemos nos bloquinhos novamente
15929,not-hatetag,ia ter muito flamenguista e corinthiano que por coincidencia iam se esconder e assumir o clubismo
15930,not-hatetag,wandsmorais melhoras bebê e cuide se
15931,not-hatetag,eu estou com mta preguiça de ir para arraial nesse wol
15932,not-hatetag,fazer o que se somos tímidos
15933,not-hatetag,não dá para ficar dentro de casa nesse calore muito menos na rua
15934,not-hatetag,só eu que nunca usei a foto de alguém ou alguma série personagem como wapaper
15935,not-hatetag,oldblackvato nossa conselho bom a gente se ve por aqui
15936,not-hatetag,alexdeasnes conhecido como ró ró
15937,not-hatetag,se alguém tiver um papel de parede maneiro me manda pff
15938,not-hatetag,choque de cultura monstro vinhado
15939,not-hatetag,mulher do meu irmão sempre vai ser minha cunhada
15940,not-hatetag,brendha é um desastre na cozinha
15941,not-hatetag,isafmer puxa vida então eu estava errado mesmo
15942,not-hatetag,tenho que ir no banco para pedir outro cartão
15943,not-hatetag,resumindo não basta o que eu já me fodo tenho que me ferrar mais para não ficar cego
15944,not-hatetag,tenho que ir lá na praça são jorge e depois em vila de cava aí deus
15945,not-hatetag,não gosto de ver meu amor assim
15946,not-hatetag,logidrigo claro é típico dos ptralhas
15947,not-hatetag,uma aranha picou meu pé sexta e essa portinha ainda está ardendo
15948,not-hatetag,vocês gostam de hipocrisia porque eu não
15949,not-hatetag,que ódio desse meu celular
15950,not-hatetag,estou muito viciada em b
15951,not-hatetag,kamiysilva keiaoliveir  eu também queroo
15952,not-hatetag,algum app legal para verificar seus seguidores aqui do twitter
15953,not-hatetag,curta e te mando na 
15954,not-hatetag,vida em um potinho primeirarefeicao bariatrica bypassgastrico bypass cirurgiabariatrica gastroplastia em juiz de fora
15955,not-hatetag,naometocapfvr vou chorar pouco cara
15956,not-hatetag,vocês também são os loucos do incenso
15957,not-hatetag,hoje é apenas um dia normal como todos os outros
15958,not-hatetag,tadinho andymurray teve que colocar prótese e ainda tem o outro lado
15959,not-hatetag,não mnd ele tnc cara
15960,not-hatetag,eu pago um açaí para quem me chamar para sair não aguento mais ficar em casa
15961,not-hatetag,beatrizzbaena vou mesmo que hrs
15962,not-hatetag,mano que uber lerdo está me dando no nervo
15963,not-hatetag,david está pedindo para eu ir para lá ou ele está com saudades ou vai me explorar
15964,not-hatetag,comprei um tênis para mim no shopping
15965,not-hatetag,vou levantar e aguardar esse almoço moqueca de camarão o nome 
15966,not-hatetag,dudavaz  mas já faz um tempin que nossos corações se uniram em uma só harmonia
15967,not-hatetag,aliceperess orelhamec o importante é ter historia pé contar
15968,not-hatetag,cabelo está enorme já meu deus
15969,not-hatetag,tempão que não entro no insta
15970,not-hatetag,qr me elogiar não fala que eu sou bonita fala que eu sou engraçada beleza
15971,not-hatetag,gelisonwinehou foxsportsbrasil não agradeça para mim agradeça para a cbffutebol
15972,not-hatetag,alguém avisa que é depoimento na justiça e não no orkut
15973,not-hatetag,só queria um churrasco e piscina agora
15974,not-hatetag,swiftrings agentj taylorswiftfz bchartsbc é sim esquizo
15975,not-hatetag,gol do rodrigo caio cara
15976,not-hatetag,sorrisomh ryssinha a eu sou apaixonada por vocês dois que venha ms inúmeros meses e anos
15977,not-hatetag,família cheia de viado e sapatão eu tenho
15978,not-hatetag,tuwtf eu sempre tento mas é mais forte que eu aquele cheiro de chulé me traumatizou
15979,not-hatetag,como não amar as cientistas sociais
15980,not-hatetag,gente do ceu bolsonaro é muito idiota
15981,not-hatetag,um vício cara mcdonald nos leva a falência cara
15982,not-hatetag,me convidem para praia em grutão dos indios
15983,not-hatetag,estou de tpm quero dar um murro em alguem e é isto beijos de luz
15984,not-hatetag,mas já estou indo para o trabalho
15985,not-hatetag,eles querem te ver bem mas nunca melhor que eles nunca me fez tao sentindo como agora
15986,not-hatetag,minha vida vai acabar socorro
15987,not-hatetag,no brasil não há homem para mim
15988,not-hatetag,kevinkaka cada atualização é uma falta de ar
15989,not-hatetag,há repórter que não perde um acordo amigável se é acordo só pode ser amigável recordgoias tvanhanguerago
15990,not-hatetag,sensação de  desde quando gente
15991,not-hatetag,danilo leva esses caras no seu programa pelo amor de deus quero estar na plateia
15992,not-hatetag,zonercesar vlwww senho sr tumnus
15993,not-hatetag,jwiieta como sabe que a mulher é homofóbica
15994,not-hatetag,claramartnzz depende se eu dormi de lado ou de frente antes ai o sonho reflete
15995,not-hatetag,minha vida se resume em reclamar que não tenho namorado
15996,not-hatetag,kerovini imagensnadave  ai tadinho do gatinho
15997,not-hatetag,oantagonista só podia ser ele sempre a serviço do padrinho lavatogaurgente
15998,not-hatetag,nos trilhos da vida escolhi amar
15999,not-hatetag,gustavoguto sportrecife que malícia l
16000,not-hatetag,hoje quando o assunto é lula até para cumprir a lei se criam as exceções velório fechado para família e numa base militar
16001,not-hatetag,esse governo precisa garantir o mínimo de direitos para não ficar escancarado em menos de  dias de gestão seu autoritarismo despótico lulapresopolitico
16002,not-hatetag,eu sou ruim no que faço de melhor
16003,not-hatetag,o convite de caleb ficou lindoo estou doida para entregar logo lyvia arrasa
16004,not-hatetag,quem vai partir da tijuca para o jogo
16005,not-hatetag,gbaraldox boa calouro começou bem já
16006,not-hatetag,que saudade de passar o dia morrendo de frio
16007,not-hatetag,maiores crises de ansiedade da vida
16008,not-hatetag,mais um que soltou a mão javapaulomg
16009,not-hatetag,miltonmattos thiaguinho lulaoficial não é direitoé uma possibilidade
16010,not-hatetag,realmente eu sou um menino de  anos
16011,not-hatetag,annafdomingues esse que voce está pensando não tinha o gosto refinado para ouvir green day
16012,not-hatetag,me sigam ai galerinha legal as chatas pode ficar quieto biieilishbe
16013,not-hatetag,agende sua visita e seus horários
16014,not-hatetag,muito bom andar sem sutiã um alívio
16015,not-hatetag,como minha mãe está conseguindo dormir
16016,not-hatetag,estava feliz aprendendo alemão e tenho curso na itália
16017,not-hatetag,obrigado a todos se inscreva se possível no canal youtube gil brites estamos com novos lançamentos musicais atenciosamente
16018,not-hatetag,ela falou que não quer mais conversa agora dorme com essa
16019,not-hatetag,eurenanqueiroz amigo lá folha  aqueles sapateiros em frente casa são joão fazem isso
16020,not-hatetag,o couto pereira ficou lindo com essa pintura nova dentro e fora
16021,not-hatetag,eltinsales algo errado comigo comecei lendo seu tweet como sexy no lugar de sexta
16022,not-hatetag,não receber mensagem já é uma mensagem
16023,not-hatetag,louhistoire cornliabass idolshelpffx realylovatocare mas aí é português e eu queria ser tradutora de inglês amor
16024,not-hatetag,o erro da noite foi quando deixaram o microfone na minha mão
16025,not-hatetag,boa andrizek só foi campeão porque o juiz mandou voltar o penal que o ceni defendeu
16026,not-hatetag,ipdasedemundial quarta do mover de deus gloriadeus em igreja pentecostal deus é amor
16027,not-hatetag,jussa que bom que pescou a indireta ufa
16028,not-hatetag,articulação tem nomes via telefonemas e o grupo dele declarado vai vencer se os deputados combativos não tomarem decisão voltar atrás não é vergonha
16029,not-hatetag,lucianasep ainda vai dar pano para manga esse campeonato voce vai ver
16030,not-hatetag,é o primeiro legendado de baixo
16031,not-hatetag,minha mãe vai para praia
16032,not-hatetag,luiagron talvez seja um filme antes da saga diamond day sim
16033,not-hatetag,magnouere caboquisse cara deus me defenderay mas quem me dera
16034,not-hatetag,se eu tivesse no bbb eu teria que votar em todo mundo então
16035,not-hatetag,eu lembro de uma música e falo para o petriz incluir na playlist dele de hoje no pianos
16036,not-hatetag,faltou luz aqui no quartel sorte que tem gerador
16037,not-hatetag,pudim pudimdequeijo queijomascarpone confeitariasp lalatonha
16038,not-hatetag,desequilíbrio ecológico culpa dos humanos
16039,not-hatetag,se as pessoas soubessem a especialização que eu quero fazer ficariam enojadas
16040,not-hatetag,vai ter só safados a
16041,not-hatetag,jungsachet meu deus eu amo muito voce
16042,not-hatetag,acabou de publicar uma foto em parque municipal getulio vargas
16043,not-hatetag,esse dia foi tao lindo
16044,not-hatetag,deveria ter ficado em sc não sei qual meu problema
16045,not-hatetag,seu crime foi me amar
16046,not-hatetag,victordechen ótimo pensamento valeu bro
16047,not-hatetag,dudacamposi a noite vai ser o melhor ok
16048,not-hatetag,manaus vailáefaz semdesculpas lifestyle run running runners quintadetremurasdv
16049,not-hatetag,aé que vou ter que ir no centro
16050,not-hatetag,pqguigo mopi curtiu essa foto
16051,not-hatetag,din qualquer macaco com o falo estudio consegue por isso no tempo
16052,not-hatetag,encantarmoda viaflora sumare modababy timekids pinokio mamaemeveste
16053,not-hatetag,bebferreira acabei de fazer isso com o meu e o de layssa cara
16054,not-hatetag,me perdi pelo caminho mas não paro não já chorei mares e rios mas não afogo não
16055,not-hatetag,estressada porque se não estivesse não ia ser eu
16056,not-hatetag,até que enfim o flamengo vai pegar um lateral direito
16057,not-hatetag,eu quero saber de ser feliz estou bem assim
16058,not-hatetag,vamos para fernando de noronha namorar na paz do paraíso
16059,not-hatetag,porque você está estranha comigo sabe que eu não vou te fazer mal
16060,not-hatetag,admirem a beleza da friend
16061,not-hatetag,xhkfg guria pinta tu vai fica linda
16062,not-hatetag,só pelo almoço do alaf
16063,not-hatetag,almoço hoje já está saindo arroz purê de batatacostelinha de porco assada e salada de alface com cebola roxa
16064,not-hatetag,sempre quis ser madrinha de uma criança
16065,not-hatetag,se o céu é bonito imagina deus
16066,not-hatetag,estou muito animadinha para esse ppg dia  risos
16067,not-hatetag,pqpfag desenhosloucus lannamsantos minepinheiro chego antes mesmo de avisar
16068,not-hatetag,praia do centro in rio das ostras 
16069,not-hatetag,urreatalent gente eu tinha mesmo que danie wiersjuh rheinheimer
16070,not-hatetag,não me espanta esse governo está uma verdadeira fraude
16071,not-hatetag,meu pai reclama que demoro para responder sendo que o bonito visualiza e não me respondea
16072,not-hatetag,lupineana vou ver mas acho que não tentei te mandar mas não consegui também
16073,not-hatetag,não mude quem voce é para agradar alguém
16074,not-hatetag,felipe neto cada dia mais sensato
16075,not-hatetag,o silêncio na favela é a milícia extorquindo o morador
16076,not-hatetag,cenedesecarol estou aqii em são josé agora brasil é tudo nosso esse ano
16077,not-hatetag,se eu mando mais de  mensagens seguidas e depois tenho que mandar outra já fico incomodado
16078,not-hatetag,eu e clercq estamos gastando muito a marcea
16079,not-hatetag,cara eu tenho um amor imensurável por sorvete
16080,not-hatetag,estou falando sério esse tipinho de gente é raríssimo de se encontrar só eu sei as bibocas que eu fui para achar o meu
16081,not-hatetag,deehchvez fatosex eu já vi cara
16082,not-hatetag,acabou de publicar uma foto em condomínio residencial solar das palmeiras
16083,not-hatetag,o angelo pega na minha mão e fala vamos ali que eu vou beijar na boca ai eu bela fico assim uns min
16084,not-hatetag,se eu tiver estranha com voce não liga não é que voce foi embora junto com o ano
16085,not-hatetag,já bebeu água hoje hidrate se
16086,not-hatetag,este perfil irá comentar o bbb nos próximos meses quem quiser pode seguir que eu sigo também
16087,not-hatetag,lucarvz itsnothenro cara feliz ano novo
16088,not-hatetag,giulia me adiantou abeça ontem
16089,not-hatetag,mlkpt voce foi longe demais com essa comentário
16090,not-hatetag,deus abençoe minha namorada e que ela chegue principalmente
16091,not-hatetag,a sorte é vaga a vida é uma caixa de surpresa
16092,not-hatetag,voce deveria se chamar esperança
16093,not-hatetag,curti que mando na 
16094,not-hatetag,anaescuram é muito meu amor não é cumplicidade des de infância te vi comendo meleca
16095,not-hatetag,giupjm se a jikooka está falando quem sou eu para discordar
16096,not-hatetag,blacklansman já começa mostrando um discurso de ódio em nome senhor para mostrar que em nome de deus o homem se torna o diabo
16097,not-hatetag,simbora para mais  dias de amor e luta omundoaosmeuspes neisaedada amordaminhavida meutotoca em condominio pontal das pedras
16098,not-hatetag,voltar a jogar perguntados só me faz lembrar que não sou bom em artes e historia
16099,not-hatetag,conheço tuas curvas na palma da mão e o seu corpo na ponta da língua
16100,not-hatetag,estava logo de cara cara leozinki
16101,not-hatetag,coitada dessa mãe que angústia
16102,not-hatetag,o perfil do haddad aqui no twitter é um exemplo perfeito de como usar a ironia
16103,not-hatetag,caiojosee te dou o mesmo conselho
16104,not-hatetag,eu preciso sair de nárnia
16105,not-hatetag,o amigo do meu inimigo também é meu inimigo
16106,not-hatetag,algumas pessoas são moldados por suas admirações outros por suas hostilidades
16107,not-hatetag,e eu morro de orgulho
16108,not-hatetag,rayxanne rafaelfreire vamos amiga eu e tu
16109,not-hatetag,tem alguém por bc ai para dar um rolê depox
16110,not-hatetag,a idolatria para com a michele bolsonaro só mostra o quanto o brasileiro valoriza as mulheres belas recatadas e do lar
16111,not-hatetag,mesmo sem entender eu confio em ti
16112,not-hatetag,capinha esta arranhando meu celular tmnc
16113,not-hatetag,do mesmo jeito que nos quer nos deixa de querer
16114,not-hatetag,giovannabetti o meu aproveitei bastante também
16115,not-hatetag,mau das pessoas e não olhar para o próprio nariz delas cara
16116,not-hatetag,jairbolsonaro e lembrando que perante os indígenas somos todos imigrantes inclusive voce senhor presidente
16117,not-hatetag,é isso gleisi novos tempos
16118,not-hatetag,lolomarques se arrumar fala cara
16119,not-hatetag,estou passando muito mal tmlc
16120,not-hatetag,então deu tudo certo em nossas vidas
16121,not-hatetag,vithomaz sempre da para sair coberta de glitter basta querer
16122,not-hatetag,visita ao museu jk em memorial jk
16123,not-hatetag,eu amo morar em bombinhas mas às vezes sinto falta do silêncio de itajaí
16124,not-hatetag,que os desafios de  comecem
16125,not-hatetag,eu entro no insta só para olhar os stories do tokinhooficial eu amo o melhor
16126,not-hatetag,que dia maravilhoso foi ontem mts risadas com o pessoal que eu gosto
16127,not-hatetag,a felicidade da pessoa de quando a brahma está gelada
16128,not-hatetag,eu nunca mais vou beber
16129,not-hatetag,estou atrasada e não tirei fotos decentes no ano novo mas feliz  em grajaúzona sul 
16130,not-hatetag,minha maior diversão é meu trabalho faltapouco copaspnofbr em são paulo
16131,not-hatetag,batistluis o pior que não foi só uma vez
16132,not-hatetag,está um inferno de calor essa porto alegre
16133,not-hatetag,porque nossa senhora eu morro de preguiça de cozinhar só para mim e quando mozona chega não estar uma comidinha bem fresquinha
16134,not-hatetag,e de uma skol beats
16135,not-hatetag, vai ser um ano muito abençoado
16136,not-hatetag,em natal rio grande do norte
16137,not-hatetag,voltasaulas em av doutor joão silva filho  bairro piauí parnaíba
16138,not-hatetag,queria guardar a maiara num potinho abraço
16139,not-hatetag,emiyvianars cara estou de brincadeira todo dia tu briga comigo
16140,not-hatetag,tetss aí que dó amiga já é demais isso aí
16141,not-hatetag, imboassica in macaé rio de janeiro
16142,not-hatetag,já pode cair meu dinheiro na conta
16143,not-hatetag,omatheus salvinerocha oswaldo prejudicando a gente até hoje
16144,not-hatetag,curti nada final de ano papo reto
16145,not-hatetag,milcasp inclusive precisando dos serviços dele pois estou sem
16146,not-hatetag,vou voltar a jogar d sona
16147,not-hatetag,são muito parecidos parecem irmãos
16148,not-hatetag,netflixbrasil cadê o episódio  da ª temporada de the good place thegoodplace
16149,not-hatetag,minha amiga colocou o show de duda beat todo nos stories
16150,not-hatetag,camaradeputados sim chegando sem água sem banheiro e sem acesso a lugares importantes para a cobertura democrática meus parabéns heim
16151,not-hatetag,até para não ter tempo de pensar demais sobre tudo isso só absorver
16152,not-hatetag,mano cadê o amor nas pessoas
16153,not-hatetag,fiquei de cara com umas pessoas ter passado o ano novo com nós nunca imaginei
16154,not-hatetag,só sei que hrs estava sentado no portão do caio com gelo no pé
16155,not-hatetag,eu quero continuar bebendo carai
16156,not-hatetag,não acredito que vou fic na laje de rio
16157,not-hatetag,que deus os abençoe abundantemente neste ano de  em instituto fome de pão sede de deus
16158,not-hatetag,plantinhos  não mas tudo bem porque ela pode fazer comigo o que ela quiser
16159,not-hatetag,ok não pode entrar com maçãs para a cobertura da posse e com laranjas
16160,not-hatetag,tenho tantas metas para esse ano
16161,not-hatetag,vocês já deram o primeiro choro de tristeza de  eu sim
16162,not-hatetag,dei um chutão no copo quase que perco o dedo
16163,not-hatetag,não adianta dizer para minha família que não tenho dinheiro não está mais colando quero ver quando eu não tiver zerado de verdade
16164,not-hatetag,rapaz cada fogo de artifício ontem era uma mamata acabando impressionante
16165,not-hatetag, área de lazer spazio amaretto
16166,not-hatetag,eu indo falar com a pessoa que eu magoei em  porque em  eu sou outra pessoa
16167,not-hatetag,eu arrochei até de manhã e não desci do salto
16168,not-hatetag,thayescobar vocês não tem limite
16169,not-hatetag,te ver e não te ter
16170,not-hatetag,vem morar no meu coração no melhor lugar que tem lá
16171,not-hatetag,que  seja assim amém axé e o que mais de universal existe amor
16172,not-hatetag,já comecei a maratonar desventurasemserie amém netflixbrasil
16173,not-hatetag,baile da arábia estava o ko
16174,not-hatetag,eu quero me enfiar num buraco e sério estou preocupada
16175,not-hatetag,pelo menos só faltam um ano para eu fazer 
16176,not-hatetag,senta senta senta gostosin para mim
16177,not-hatetag,eu não nasci para ser amor nasci para ser contatinho meu coração só é feliz sozinha
16178,not-hatetag,monicawaldvogel cassiusmedauar pelo twitter é melhor na tv não é confiável  boa sorte para quem trabalha nesse ramo vocês vão precisar
16179,not-hatetag,que virada de ano meus amigos que virada
16180,not-hatetag,vou voltar a usar o minoxidil para nascer barba aonde ainda não tem
16181,not-hatetag,milennacrvg na sua idade eu assistia três espiãs demais
16182,not-hatetag,se possível último fim de ano em piratuba
16183,not-hatetag,que a gente continue cultivando bons sentimentos e perseguindo os sonhos que ainda não foram
16184,not-hatetag,pilotobros estou apaixonado nessa pop
16185,not-hatetag,com certeza a melhor parte da festa foi ter que segurar a porta do banheiro pras gurias mijarem no banheiro masculino ahshss
16186,not-hatetag,liosanttos obra do sem or
16187,not-hatetag,feliz ano novo de são paulo com futebol inglês premiereleaguenaespn
16188,not-hatetag,leandroruschel não dá para ler essas mentiras se pararmos de publicar essas sandices viveríamos bem melhor
16189,not-hatetag,começando o ano com ressaca já
16190,not-hatetag,a confiança só funciona quando é recíproca
16191,not-hatetag,assim como a terra completo hoje  rodadas
16192,not-hatetag, pronto depois desses rumores da dispatch ninguém pode ser nem visto conversando com alguém que já está namorando
16193,not-hatetag,ficar na praia é sentir areia em todo lugar até na roupa de cama
16194,not-hatetag,só quero aquele almoço da main
16195,not-hatetag,passei a virada com a sensação que esse é meu último ano por aqui
16196,not-hatetag,o duro de ter mta foto boa é escolher qual postar
16197,not-hatetag,não se justifiquepois teus amigos não precisam e teus inimigos não acreditarão lição de paulo maluf aprendida por danilo gentili
16198,not-hatetag, inicia com o pé direito simplesmente por estar com ele xododepainho gui 
16199,not-hatetag,nelson rodrigues votaria em bolsonaro só para não passar batido
16200,not-hatetag,está sendo bom todo mundo naqueles piques aqui no meu pai
16201,not-hatetag,p pjurerêinternacional feliz feliz felizanonovo
16202,not-hatetag,partiu piscina beber mais seja o que deus quiser
16203,not-hatetag,summer  chama para quem não está entendendo esse negócio preto é um porta latinhas em natal rio grande do norte
16204,not-hatetag,se deus quiser vou está com a tropa domingo
16205,not-hatetag,mais trinca ferro do que chapado
16206,not-hatetag,crfmya acvclara feliz ano novo minha devolução de iemanjá
16207,not-hatetag,meninas almoçando saladinha com suco de limão sem açucar
16208,not-hatetag,porque a pessoa insiste na mentira
16209,not-hatetag,onde eu queria estar onde estou
16210,not-hatetag,unoima santosfc atribunasantos boa sorte e sucesso neste novo ano
16211,not-hatetag,corona gelada é tão bom que devia ser um elogio se chega na gata e fala nossa voce está muito corona gelada hoje
16212,not-hatetag,deborakeycs e eu que fui lembrada que o governador de goiás agora é o caiado sofri mais ainda
16213,not-hatetag,vicente de sunga é a coisa mais fofa do mundo iti malia
16214,not-hatetag,hoje e aniversário da minha cunha
16215,not-hatetag,vou pedir  reais ao meu irmão para eu comprar um açaí bixo
16216,not-hatetag,leozada compra  de  da para ficar as pampa
16217,not-hatetag,pedido para  mais responsabilidade afetiva
16218,not-hatetag,nesse calor não me da nem fome
16219,not-hatetag,boa tarde embarcando para moscow posto dudu br in parnamirim rn
16220,not-hatetag,therezatavares vou marcar a terceira no rio mar então
16221,not-hatetag,e eu nem sei dizer o quanto amo heenm
16222,not-hatetag,vocês que pegam cor fácil qual a sensação porque eu estou a dias indo para o sol e continuo branca
16223,not-hatetag,meu namorado podia estar aproveitando comigo mas está no vídeo game
16224,not-hatetag,moonsonattae porquê esse era o código da época primeiro os mais fracos
16225,not-hatetag,renanzein o capitão mal chegou e já veio mexendo no pg
16226,not-hatetag,essas muie se doendo por que o meu passou o réveion com  mulheres todo esse rancor só porque não foram convidadas
16227,not-hatetag,e se eu te machucar
16228,not-hatetag,que sol é esse beaga
16229,not-hatetag,eu quero  evangelizar através da tv aparecida radioaparecida e o portala
16230,not-hatetag,deixei até o amigo menos feio nessa foto
16231,not-hatetag,até cancelamos nosso lindo casamento no qual ele seria a noiva vestida de pink
16232,not-hatetag,hoje já podia ser dia 
16233,not-hatetag,sonhar com a pessoa é o que
16234,not-hatetag,queria demais me ajuda
16235,not-hatetag,vai demorar muito para dar a hora de ir embora do serviço
16236,not-hatetag,aquelemister era antes do almoço estava de manha então não comeu croquete para não perder o apetite do almoço xd
16237,not-hatetag,a fumaça está envadindo a minha casa desde as hrs
16238,not-hatetag,acho que é isso a vida é um eterno ir e vir
16239,not-hatetag,no momento sentindo depressão pós praia
16240,not-hatetag,milenastoduto passou de calcinha ou sem amiga cara
16241,not-hatetag,vai ter tonea em bloquinho com a mamãe siiim
16242,not-hatetag, quiosque cavalo marinho in rio de janeiro
16243,not-hatetag,entrei o ano com mais dote no bolsoô delícia 
16244,not-hatetag,varias mina novinha ficando grávida
16245,not-hatetag,nego quer mandar na minha vida como se me desse alguma coisa
16246,not-hatetag,eu ia arruma minha mala agora mas não sei onde esta minha mala
16247,not-hatetag,portalkeshasite primeiro número um da década
16248,not-hatetag,rip bateria do meu celular
16249,not-hatetag,jaoromania voce tem alguma novidade que pode contar algum spoilerzinho do que vem por ai
16250,not-hatetag,último mês de férias honestamente precisava de mais uns  meses para descansar do pensi porque aquela escola é um inferno
16251,not-hatetag,bahmoorais que baixaria é essa
16252,not-hatetag,trabalhar em escola é tudo o que eu queria para esse mês tamo aqui
16253,not-hatetag,o gente qualquer isso adoeceu todo mundo de uma vez
16254,not-hatetag,piscina anonovo  amigas girl em vicente pires
16255,not-hatetag,meu aniversário do ano passado foi meio conturbado não sei se vocês lembram
16256,not-hatetag,tevocarvalho luizfalvesjr gigzs embora investir agora é brigar com a patroa em quais
16257,not-hatetag,tinha esquecido como a thaiane acorda tarde dou bom dia ela vem quase com boa noite
16258,not-hatetag,dudinhac mateushrek andreijr oohosboi keevincp bbantunes arambaré eu pilho
16259,not-hatetag,mas quem largou foi o ney
16260,not-hatetag,chedow jae se der para assistir um filme avisa
16261,not-hatetag,as pessoas nem tem senso de humor com os memes politizados
16262,not-hatetag,quero fazer um som com o pessoal
16263,not-hatetag, está aí pazeamor em rio de janeiro
16264,not-hatetag,quando isso aconteceu minha vó começou a chamar o cavalo de petista cara
16265,not-hatetag,preciso de mudança na minha vida isso inclui alguns amigos deletar os abusivos e adicionar pessoas do bem
16266,not-hatetag,a vick é linda quando acorda meninos só vão
16267,not-hatetag,sempre há um bonfim em igreja do senhor do bonfim
16268,not-hatetag,prometi não promete mas nada
16269,not-hatetag,menos de um minuto com o celular na mão meu irmãozinho conseguiu tuitar excluir minha foto e desfazer rts arteiro será
16270,not-hatetag,ighend saopaulofc voce esqueceu do pablo e di hernanes
16271,not-hatetag,e o preço que eu pago é chorar ouvindo marília
16272,not-hatetag,o grêmio se reapresenta amanhã e não tem um reforço para já ir treinando com o grupo só saídas largamos atrás em 
16273,not-hatetag,welovebtsly ele veio em caixa depende do fornecedor amiga o que eu compro sempre vem em caixa
16274,not-hatetag,ela me olhava com esse sorriso covarde
16275,not-hatetag,primeira vez que acordei   da tarde nas férias
16276,not-hatetag,gente quero morar na praia
